bed_time,late,wake_time,sleep_transition,sleep_struggle,night_wake,wake_earlier,wake_earlier_problem,sleep_quality,physical_activity,mental_digital_activity,social_activity,light,temptation_smoking,temptation_eating,temptation_chat,temptation_coffee,temptation_social_media,temptation_internet,temptation_tv,temptation_alcohol,temptation_soft_drink,temptation_cleaning,temptation_shopping,temptation_other,steps,active_minutes,sun_hours,temptation_score,ego_depletion,day_of_week,procrastination_minutes,procrastination_minutes_positive,procrastination_minutes_positive_15by15,procrastination_minutes_positive_four_bins,sleep_transition_minutes_estimated,sleep_minutes,procrastination_minutes_four_day_cumulative_history,procrastination_minutes_three_day_cumulative_history,procrastination_minutes_two_day_cumulative_history,procrastination_minutes_positive_four_day_cumulative_history,procrastination_minutes_positive_three_day_cumulative_history,procrastination_minutes_positive_two_day_cumulative_history,sleep_minutes_four_day_cumulative_history,sleep_minutes_three_day_cumulative_history,sleep_minutes_two_day_cumulative_history,sleep_struggle_four_day_cumulative_history,sleep_struggle_three_day_cumulative_history,sleep_struggle_two_day_cumulative_history,night_wake_four_day_cumulative_history,night_wake_three_day_cumulative_history,night_wake_two_day_cumulative_history,sleep_quality_four_day_cumulative_history,sleep_quality_three_day_cumulative_history,sleep_quality_two_day_cumulative_history,social_activity_four_day_cumulative_history,social_activity_three_day_cumulative_history,social_activity_two_day_cumulative_history,light_four_day_cumulative_history,light_three_day_cumulative_history,light_two_day_cumulative_history,temptation_eating_four_day_cumulative_history,temptation_eating_three_day_cumulative_history,temptation_eating_two_day_cumulative_history,temptation_coffee_four_day_cumulative_history,temptation_coffee_three_day_cumulative_history,temptation_coffee_two_day_cumulative_history,temptation_score_four_day_cumulative_history,temptation_score_three_day_cumulative_history,temptation_score_two_day_cumulative_history,procrastination_minutes_three_days_ago,procrastination_minutes_two_days_ago,procrastination_minutes_one_days_ago,temptation_score_three_days_ago,temptation_score_two_days_ago,temptation_score_one_days_ago,bed_time_three_days_ago,bed_time_two_days_ago,bed_time_one_days_ago,sleep_minutes_three_days_ago,sleep_minutes_two_days_ago,sleep_minutes_one_days_ago,sleep_deficit_change,sleep_deficit_minutes_simple,procrastination_minutes_three_day_weighted_cumulative_history,ELQ,DLQ,DPAL,EPAL,EMAL,PDSQ,BTP,CSD,ML,EA,SP,consent,sex,age,edu,timezone_change,sleep_disorder,nightshift,psy_disorder,wake,young_kids,partn,bptrt_1,bptrt_2,bptrt_3,bptrt_4,bptrt_5,bptrt_6,bptrt_7,bptrt_8,bptrt_9,ats_1,atbr_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,atbr_2,atbr_3,ats_2,ats_3,chron_1,chron_2,chron_3,chron_4,chron_5,chron_6,chron_7,chron_8,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,bptrt_score,ats_score,atbr_score,sq_score,chron_score,sc_score,TSC,ATS,ATBR,TBTP,CT,TA,id,questionnaire_timestamp,late_reason,presleep_description,bed_time_plan_aligned,date
17/04/2017 22:15,1,17/04/2017 06:10,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6492,3,7.4,0,0,0,45,45,3,2,00:15:00,460,225,120,105,225,120,105,1880,1480,955,0,0,0,4,3,1,7,5,4,8,6,4,4,1,1,0,0,0,0,0,0,0,0,0,105,15,60,0,0,0,14/04/2017 23:15,15/04/2017 21:15,16/04/2017 22:00,400,525,495,20,40,78,1,7.4,6492,1,1,2,45,78,0,2,6566,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,-4,0,0,-4,1,-4,-4,0,2,-2,0,0,-1,3,-2,3,-1,-3,2,-2,-1,-13,-7,0,-3,-15,-2,-2,-7,0,-13,-15,0.125,EM11,2017-04-18 07:05:45+02:00,Vrijen;),"Koken, opruimen, lezen, praten, vrijen",17/04/2017 21:30,2017-04-17 07:05:45+02:00
18/04/2017 22:00,1,18/04/2017 06:30,0,1,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8606,11,9.2,0,0,1,30,30,2,1,00:15:00,495,150,135,75,150,135,75,1975,1450,955,1,1,1,3,1,1,8,7,5,8,6,3,2,2,2,0,0,0,0,0,0,0,0,0,15,60,45,0,0,0,15/04/2017 21:15,16/04/2017 22:00,17/04/2017 22:15,525,495,460,-15,5,64.5,1,9.2,8606,1,0,3,30,64.5,0,1,8666.5,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,-4,0,0,-4,1,-4,-4,0,2,-2,0,0,-1,3,-2,3,-1,-3,2,-2,-1,-13,-7,0,-3,-15,-2,-2,-7,0,-13,-15,0.125,EM11,2017-04-19 13:50:06+02:00,Bad,"Eten, opruimen, wandelen, tandarts, bad",18/04/2017 21:30,2017-04-18 13:50:06+02:00
19/04/2017 21:30,0,19/04/2017 06:10,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,1,7.1,0,0,2,0,0,0,0,00:15:00,505,135,75,30,135,75,30,1955,1460,1000,1,1,1,1,1,0,10,8,6,7,4,3,2,2,1,0,0,0,0,0,0,0,0,0,60,45,30,0,0,0,16/04/2017 22:00,17/04/2017 22:15,18/04/2017 22:00,495,460,495,-25,0,24,0,7.1,2544,0,1,3,0,24,7.1,1,2571.1,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,-4,0,0,-4,1,-4,-4,0,2,-2,0,0,-1,3,-2,3,-1,-3,2,-2,-1,-13,-7,0,-3,-15,-2,-2,-7,0,-13,-15,0.125,EM11,2017-04-20 11:08:22+02:00,,"Sociaal, winkelen, eten, huishouden, lezen",19/04/2017 21:30,2017-04-19 11:08:22+02:00
21/04/2017 01:00,1,20/04/2017 07:00,0,0,1,1,3,1,2,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,20491,44,12.3,2,0,3,120,120,8,3,00:15:00,345,195,150,120,195,150,120,1805,1345,850,1,1,0,2,1,1,9,7,4,5,4,2,5,4,3,0,0,0,0,0,0,2,2,2,45,30,0,0,0,0,17/04/2017 22:15,18/04/2017 22:00,19/04/2017 21:30,460,495,505,135,135,126,3,12.3,20491,2,0,1,120,126,-24.6,2,20589.4,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,-4,0,0,-4,1,-4,-4,0,2,-2,0,0,-1,3,-2,3,-1,-3,2,-2,-1,-13,-7,0,-3,-15,-2,-2,-7,0,-13,-15,0.125,EM11,2017-04-21 07:59:14+02:00,Soul party,"Dansen, drinken, fietsen",20/04/2017 23:00,2017-04-20 07:59:14+02:00
21/04/2017 21:15,1,21/04/2017 06:20,1,1,2,1,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8714,5,0.4,0,0,4,15,15,1,1,00:30:00,515,165,135,135,165,135,135,1860,1365,860,2,1,1,3,3,3,7,4,1,6,4,3,5,4,4,0,0,0,0,0,0,2,2,2,30,0,120,0,0,2,18/04/2017 22:00,19/04/2017 21:30,21/04/2017 01:00,495,505,345,-35,100,75,1,0.4,8714,1,2,0,15,75,0,3,8786,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,-4,0,0,-4,1,-4,-4,0,2,-2,0,0,-1,3,-2,3,-1,-3,2,-2,-1,-13,-7,0,-3,-15,-2,-2,-7,0,-13,-15,0.125,EM11,2017-04-22 13:19:46+02:00,Vakantie planning,"Wandelen, eten, huishouden, computer",21/04/2017 21:00,2017-04-21 13:19:46+02:00
22/04/2017 21:15,1,22/04/2017 06:00,0,0,0,0,0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15697,31,7.8,0,0,5,15,15,1,1,00:15:00,510,150,150,30,150,150,30,1875,1370,1025,1,1,1,3,3,2,7,4,3,6,5,4,5,5,2,0,0,0,0,0,0,2,2,0,0,120,15,0,2,0,19/04/2017 21:30,21/04/2017 01:00,21/04/2017 21:15,505,345,515,-30,45,46.5,1,7.8,15697,2,1,3,15,46.5,0,3,15737.5,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,-4,0,0,-4,1,-4,-4,0,2,-2,0,0,-1,3,-2,3,-1,-3,2,-2,-1,-13,-7,0,-3,-15,-2,-2,-7,0,-13,-15,0.125,EM11,2017-04-23 11:56:03+02:00,Voorbereiding vakantie,"Eten, huishouden, wandelen, computer, vakantie voorbereidingen",22/04/2017 21:00,2017-04-22 11:56:03+02:00
23/04/2017 23:00,1,23/04/2017 07:00,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6879,1,5.5,0,0,6,60,60,4,2,00:15:00,465,210,90,75,210,90,75,1835,1490,975,1,1,0,3,2,0,7,6,6,8,7,5,5,2,1,0,0,0,0,0,0,2,0,0,120,15,15,2,0,0,21/04/2017 01:00,21/04/2017 21:15,22/04/2017 21:15,345,515,510,15,85,70.5,0,5.5,6879,1,0,3,60,70.5,5.5,1,6951,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,-4,0,0,-4,1,-4,-4,0,2,-2,0,0,-1,3,-2,3,-1,-3,2,-2,-1,-13,-7,0,-3,-15,-2,-2,-7,0,-13,-15,0.125,EM11,2017-04-24 11:09:48+02:00,vrijen:) de laatste keer voor we het klooster in gaan:(,"Wandelen, bad, seks",23/04/2017 22:00,2017-04-23 11:09:48+02:00
09/04/2017 23:15,0,09/04/2017 07:30,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4309,0,12.3,0,0,6,,,,,00:30:00,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,2,12.3,4309,0,0,2,0,0,-12.3,0,4294.7,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-10 21:53:22+02:00,,"wandelen, bad, TV",NaT,2017-04-09 21:53:22+02:00
10/04/2017 22:00,0,10/04/2017 07:30,0,0,1,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19412,20,5.3,0,0,0,-120,0,0,0,00:15:00,555,,,,,,,,,1020,,,0,,,1,,,3,,,4,,,2,,,0,,,0,,,0,,,,,,0,,,09/04/2017 23:15,,,465,-75,,,0,5.3,19412,3,0,1,0,0,5.3,3,19413.3,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-11 21:58:21+02:00,,"bad, massage, sex",11/04/2017 00:00,2017-04-10 21:58:21+02:00
11/04/2017 22:15,0,11/04/2017 07:30,1,0,1,1,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,8.6,0,0,1,-45,0,0,0,00:30:00,525,,,-165,,,0,,1545,1080,,0,0,,2,2,,4,2,,6,4,,5,3,,0,0,,0,0,,0,0,,,-120,,0,0,,09/04/2017 23:15,10/04/2017 22:00,,465,555,-45,,,3,8.6,1785,0,0,1,0,0,-17.2,0,1766.8,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-12 17:22:12+02:00,,"eten, film kijken, ebook lezen",11/04/2017 23:00,2017-04-11 17:22:12+02:00
12/04/2017 22:15,0,12/04/2017 07:15,2,0,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,10256,10,0.9,2,0,2,15,15,1,1,01:00:00,480,,-150,-30,,15,15,2025,1560,1005,0,0,0,3,3,2,7,5,4,7,5,3,5,3,3,0,0,0,0,0,0,2,2,2,,-120,-45,0,0,0,09/04/2017 23:15,10/04/2017 22:00,11/04/2017 22:15,465,555,525,0,0,0,0,0.9,10256,2,2,3,15,0,0.9,4,10249.9,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-13 07:40:53+02:00,,"eten, fietsen, bezoek",12/04/2017 22:00,2017-04-12 07:40:53+02:00
14/04/2017 00:00,1,13/04/2017 09:15,0,0,2,1,1,2,1,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,5644,1,7.7,2,0,3,60,60,4,2,00:15:00,540,-90,30,75,75,75,75,2100,1545,1020,0,0,0,5,4,3,7,6,5,7,5,3,6,6,3,0,0,0,0,0,0,4,4,4,-120,-45,15,0,0,2,10/04/2017 22:00,11/04/2017 22:15,12/04/2017 22:15,555,525,480,-60,0,58.5,3,7.7,5644,1,2,2,60,58.5,-15.4,3,5682.1,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-14 11:19:12+02:00,TV,"studie, TV",13/04/2017 23:00,2017-04-13 11:19:12+02:00
15/04/2017 00:00,1,14/04/2017 07:00,0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8838,3,2.4,0,0,4,60,60,4,2,00:15:00,405,90,135,120,135,135,120,1950,1425,945,0,0,0,4,3,2,8,7,4,7,5,4,9,6,6,0,0,0,0,0,0,4,4,2,-45,15,60,0,2,2,11/04/2017 22:15,12/04/2017 22:15,14/04/2017 00:00,525,480,540,75,75,93,3,2.4,8838,0,2,2,60,93,-4.8,2,8922.2,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-15 07:31:35+02:00,TV,"Studie, TV",14/04/2017 23:00,2017-04-14 07:31:35+02:00
16/04/2017 00:15,1,15/04/2017 08:30,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,4596,2,4.7,6,0,5,75,75,5,3,00:30:00,465,210,195,135,210,195,135,1890,1410,870,1,1,1,4,3,1,8,5,3,7,6,4,8,8,5,2,2,2,0,0,0,10,8,6,15,60,60,2,2,0,12/04/2017 22:15,14/04/2017 00:00,15/04/2017 00:00,480,540,405,15,90,117,2,4.7,4596,0,2,1,75,117,-4.7,2,4705.3,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-16 12:25:19+02:00,TV,"Studie, TV",15/04/2017 23:00,2017-04-15 12:25:19+02:00
17/04/2017 01:30,1,16/04/2017 08:00,0,0,1,0,0,2,2,1,2,3,0,0,0,0,0,0,0,2,0,0,0,0,14091,15,3.4,2,0,6,90,90,6,3,00:15:00,375,285,225,165,285,225,165,1785,1245,840,1,1,1,4,2,2,7,5,3,8,6,4,11,8,5,2,2,2,0,0,0,10,8,8,60,60,75,2,0,6,14/04/2017 00:00,15/04/2017 00:00,16/04/2017 00:15,540,405,465,105,135,139.5,3,3.4,14091,2,1,2,90,139.5,-6.8,3,14218.7,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-17 11:58:03+02:00,feest,"dansen, fietsen",17/04/2017 00:00,2017-04-16 11:58:03+02:00
17/04/2017 23:15,0,17/04/2017 08:30,1,1,2,1,2,1,0,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,2467,1,7.4,2,0,0,15,15,1,1,00:30:00,525,240,180,105,240,180,105,1770,1365,900,2,2,1,4,4,3,6,4,3,8,6,4,11,8,6,2,2,0,0,0,0,10,10,4,60,75,90,0,6,2,15/04/2017 00:00,16/04/2017 00:15,17/04/2017 01:30,405,465,375,-45,150,75,3,7.4,2467,0,2,1,15,75,-14.8,2,2524.2,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-18 08:47:49+02:00,,"administratie, studie, TV",17/04/2017 23:00,2017-04-17 08:47:49+02:00
19/04/2017 00:00,1,18/04/2017 07:00,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,2,0,2,0,0,0,2,3942,3,9.2,6,0,1,60,60,4,2,00:15:00,405,240,165,75,240,165,75,1770,1305,930,2,1,1,4,3,2,6,5,3,8,6,4,11,9,6,2,0,0,0,0,0,16,10,8,75,90,15,6,2,2,16/04/2017 00:15,17/04/2017 01:30,17/04/2017 23:15,465,375,525,75,150,85.5,3,9.2,3942,0,0,2,60,85.5,-18.4,0,4007.1,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-19 23:00:22+02:00,TV,"eten, TV, PC",18/04/2017 23:00,2017-04-18 23:00:22+02:00
20/04/2017 00:00,1,19/04/2017 08:00,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,6841,5,7.1,2,0,2,30,30,2,1,00:15:00,465,195,105,90,195,105,90,1770,1395,870,1,1,0,3,2,0,7,5,4,6,4,2,11,8,5,0,0,0,0,0,0,12,10,8,90,15,60,2,2,6,17/04/2017 01:30,17/04/2017 23:15,19/04/2017 00:00,375,525,405,15,150,63,2,7.1,6841,1,1,2,30,63,-7.1,2,6892.9,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-04-20 11:39:48+02:00,mail,"bad, sex, mail",19/04/2017 23:30,2017-04-19 11:39:48+02:00
20/05/2017 21:30,0,20/05/2017 07:30,0,0,0,0,0,3,1,1,1,3,0,0,0,0,0,0,2,2,0,0,0,2,5599,2,12.3,6,0,5,-150,0,0,0,00:15:00,585,-45,-60,-120,105,90,30,1980,1455,1050,1,0,0,2,0,0,8,7,5,5,3,1,11,8,5,0,0,0,0,0,0,16,14,8,15,60,30,2,6,2,17/04/2017 23:15,19/04/2017 00:00,20/04/2017 00:00,525,405,465,-105,0,0,3,12.3,5599,1,1,3,0,0,-24.6,2,5569.4,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-05-21 09:32:32+02:00,,"wandelen, tv, pc",21/05/2017 00:00,2017-05-20 09:32:32+02:00
21/05/2017 22:30,1,21/05/2017 07:00,0,0,1,0,0,2,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,9176,19,0.4,2,0,6,30,30,2,1,00:15:00,495,-30,-90,-120,120,60,30,1950,1545,1080,0,0,0,1,1,1,9,7,5,4,2,2,11,8,6,0,0,0,0,0,0,16,10,8,60,30,-150,6,2,6,19/04/2017 00:00,20/04/2017 00:00,20/05/2017 21:30,405,465,585,-15,0,0,3,0.4,9176,1,1,2,30,0,-0.8,2,9171.2,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-05-22 09:35:21+02:00,,"eten, tv, pc",21/05/2017 22:00,2017-05-21 09:35:21+02:00
23/05/2017 01:00,1,22/05/2017 08:00,1,1,2,1,2,0,0,2,1,3,0,0,0,0,0,2,0,2,2,0,0,0,3981,9,7.8,6,0,0,120,120,8,3,00:30:00,390,30,0,150,180,150,150,1935,1470,885,1,1,1,3,3,3,7,5,2,3,3,2,11,9,6,0,0,0,0,0,0,16,14,8,30,-150,30,2,6,2,20/04/2017 00:00,20/05/2017 21:30,21/05/2017 22:30,465,585,495,90,90,105,3,7.8,3981,0,2,0,120,105,-15.6,2,4068.4,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-3,1,2,-1,1,-3,-2,1,3,-3,-1,-1,-3,3,-1,2,-3,-1,3,-3,-3,-5,-1,3,4,-5,-8,-8,-1,3,-5,-5,3.75,FT12,2017-05-23 09:38:03+02:00,studie,"studie, bezoek, surfen",22/05/2017 23:00,2017-05-22 09:38:03+02:00
10/04/2017 03:00,1,09/04/2017 14:30,2,1,2,0,0,2,0,3,3,3,2,0,0,0,0,0,0,0,2,0,0,0,5945,1,12.3,4,0,6,,,,,01:00:00,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150,,,3,12.3,5945,0,3,2,0,0,-24.6,3,5915.4,1,0,54,4,0,0,0,0,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,0,3,-2,-1,4,1,-3,0,0,-2,2,-2,1,-2,-3,2,-2,0,0,-3,4,7,5,-8,-8,-3,4,0,5,3.375,GH93,2017-04-10 22:48:09+02:00,,lezen; muziek studiotechniek;,NaT,2017-04-09 22:48:09+02:00
11/04/2017 01:15,0,10/04/2017 12:25,1,0,3,0,0,2,3,0,2,1,2,1,0,0,0,0,0,0,2,0,0,0,22341,33,8.8,5,1,0,-225,0,0,0,00:30:00,640,,,,,,,,,1270,,,1,,,5,,,4,,,5,,,4,,,1,,,0,,,9,,,,,,4,,,10/04/2017 03:00,,,630,-160,,,1,8.8,22341,3,0,2,0,0,0,3,22336,1,0,54,4,0,0,0,0,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,0,3,-2,-1,4,1,-3,0,0,-2,2,-2,1,-2,-3,2,-2,0,0,-3,4,7,5,-8,-8,-3,4,0,5,3.375,GH93,2017-04-11 01:28:39+02:00,,muziek;seks,11/04/2017 05:00,2017-04-10 01:28:39+02:00
12/04/2017 02:30,0,11/04/2017 12:15,3,1,1,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,2,0,0,0,3649,3,10.7,4,0,1,-60,0,0,0,01:30:00,495,,,-285,,,0,,1765,1135,,2,1,,6,4,,5,3,,6,3,,5,2,,1,1,,0,0,,13,9,,,-225,,4,5,,10/04/2017 03:00,11/04/2017 01:15,,630,640,-15,,,1,10.7,3649,0,2,1,0,0,0,2,3646,1,0,54,4,0,0,0,0,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,0,3,-2,-1,4,1,-3,0,0,-2,2,-2,1,-2,-3,2,-2,0,0,-3,4,7,5,-8,-8,-3,4,0,5,3.375,GH93,2017-04-12 21:51:36+02:00,,muziek;lezen;seks,12/04/2017 03:30,2017-04-11 21:51:36+02:00
13/04/2017 05:00,0,12/04/2017 13:00,0,0,1,0,0,2,2,1,2,0,2,0,0,0,0,0,0,0,2,0,0,0,11915,7,1.3,4,0,2,180,180,12,3,00:15:00,465,,-105,120,,180,180,2230,1600,960,2,1,1,7,5,2,7,5,3,8,5,3,5,2,1,1,1,0,0,0,0,17,13,8,,-225,-60,4,5,4,10/04/2017 03:00,11/04/2017 01:15,12/04/2017 02:30,630,640,495,15,15,105,0,1.3,11915,2,1,2,180,105,1.3,3,12016.3,1,0,54,4,0,0,0,0,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,0,3,-2,-1,4,1,-3,0,0,-2,2,-2,1,-2,-3,2,-2,0,0,-3,4,7,5,-8,-8,-3,4,0,5,3.375,GH93,2017-04-13 00:42:19+02:00,vrouwen,film;seks,13/04/2017 02:00,2017-04-12 00:42:19+02:00
14/04/2017 04:30,0,13/04/2017 11:00,2,1,2,1,0,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,16744,15,7.2,4,0,3,90,90,6,3,01:00:00,330,-15,210,270,270,270,270,1930,1290,795,2,2,1,7,4,3,6,4,3,6,4,3,2,1,0,1,0,0,0,0,0,17,12,8,-225,-60,180,5,4,4,11/04/2017 01:15,12/04/2017 02:30,13/04/2017 05:00,640,495,465,150,165,168,0,7.2,16744,2,0,1,90,168,7.2,2,16916.2,1,0,54,4,0,0,0,0,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,0,3,-2,-1,4,1,-3,0,0,-2,2,-2,1,-2,-3,2,-2,0,0,-3,4,7,5,-8,-8,-3,4,0,5,3.375,GH93,2017-04-14 23:19:56+02:00,,muziek;seks,14/04/2017 03:00,2017-04-13 23:19:56+02:00
